sampleKey,baseItemId,rarity,rootSeed,preRollHash,postRollHash,preProjectionHash,postProjectionHash,preProtectedFactHash,postProtectedFactHash,preEligibleIds,postEligibleIds,allowedDelta,status
I025@blue,I025,blue,410252,0354216d320e437c2cbf717788d1d05c285396521848e54a6a88b60bce14b010,0354216d320e437c2cbf717788d1d05c285396521848e54a6a88b60bce14b010,4dd76e47b51b71d88564d1e79953275c351866e4438f9d0f5f61e5894c43efac,4dd76e47b51b71d88564d1e79953275c351866e4438f9d0f5f61e5894c43efac,569dce82fad8d5a06958198fd3172fa9f32b0f6950aae915b248afbac189b04d,569dce82fad8d5a06958198fd3172fa9f32b0f6950aae915b248afbac189b04d,candidate_core_i025_01|candidate_core_i025_02|candidate_core_i025_03,candidate_core_i025_01|candidate_core_i025_02|candidate_core_i025_03,NONE,PASS
I025@green,I025,green,410251,46318539d5980c722153b6869781af691f5f0f319b839d984dee23c820a7a72a,46318539d5980c722153b6869781af691f5f0f319b839d984dee23c820a7a72a,17b595256e867eec59ec60832f5b70b15064ee7b83288b3afa3e15a0976a166f,17b595256e867eec59ec60832f5b70b15064ee7b83288b3afa3e15a0976a166f,d8e03431bb44aaf8236c42f7e801dc2c94bddb8d68a0aed0c31ddf78f1e94c48,d8e03431bb44aaf8236c42f7e801dc2c94bddb8d68a0aed0c31ddf78f1e94c48,candidate_core_i025_01|candidate_core_i025_02,candidate_core_i025_01|candidate_core_i025_02,NONE,PASS
I025@orange,I025,orange,410254,edadccc109b35a640ba2f4babd5eda3f898e44fefb955404d63f47d03782be52,875ba48c49e0f38a8ecf645980bdec866fdf6bc1a260bc9789f58b99c3f2f17a,2c1cb3d26136e10ed725c7cf8daa1890df821d5981f583f1231956cb8d7d5974,ef6a70fce4ee3ccf5b2224041e5a82cf35444d63481e793246ded942648b3335,ce456781f3227cd279553b47fa0f1e49ae21c3d5932f243e15e2802393a2d1cc,ce456781f3227cd279553b47fa0f1e49ae21c3d5932f243e15e2802393a2d1cc,candidate_core_i025_01|candidate_core_i025_02|candidate_core_i025_03|candidate_core_i025_04|candidate_core_i025_ultimate,candidate_core_i025_01|candidate_core_i025_02|candidate_core_i025_03|candidate_core_i025_ultimate,REMOVE_04_KEEP_ULT,PASS
I025@purple,I025,purple,410253,c39246aba9288e2761965c8b76abb5e2cdeb079e41f270ec2833cd5b81900310,9df86867fcc386628ea920d19645b64bd904b9e48c366dc7f8cf65244f82c7e7,bfe673a809189c1a473b7a4d3d0fd666f1075dabf21e581a8db6677fa3464139,afab8283071b90c9ea07fb70f5a22663b94e05252bb9c568d5498ee39bd6f0a2,9011e5ef911b1c3b94f050cb65e4dc8f400b9e341c507573a6e1479a0d5ef60b,9011e5ef911b1c3b94f050cb65e4dc8f400b9e341c507573a6e1479a0d5ef60b,candidate_core_i025_01|candidate_core_i025_02|candidate_core_i025_03|candidate_core_i025_04,candidate_core_i025_01|candidate_core_i025_02|candidate_core_i025_03,REMOVE_04,PASS
I025@white,I025,white,410250,0309b1a190079ce7323de9c18d3bfa7fd399e9ff7b0e0ac1f211a8ce4256de63,0309b1a190079ce7323de9c18d3bfa7fd399e9ff7b0e0ac1f211a8ce4256de63,456e1d07b2e770bb2c8949f8a3e54ecce33c9734bbb317feae842a9c845c3f11,456e1d07b2e770bb2c8949f8a3e54ecce33c9734bbb317feae842a9c845c3f11,16b8988bbb5aa0770de7f5b4dc1bc2f185aa80c3f7d39a697fb2170ef51f2f3d,16b8988bbb5aa0770de7f5b4dc1bc2f185aa80c3f7d39a697fb2170ef51f2f3d,candidate_core_i025_01,candidate_core_i025_01,NONE,PASS
I026@blue,I026,blue,410262,dacd0378e2551a93d07716e70ae56a21a44841a5fec1ee7cc10b59f90536fec5,dacd0378e2551a93d07716e70ae56a21a44841a5fec1ee7cc10b59f90536fec5,99b1bbf5fd5641f02f69d0ff541e6658c5fdfc240bdf1bce8ec546e98dbeeb76,99b1bbf5fd5641f02f69d0ff541e6658c5fdfc240bdf1bce8ec546e98dbeeb76,7759d0c30558dc115143ee57059b1f9eb6d18bb5cd25559bdbb516a0a6e52a5b,7759d0c30558dc115143ee57059b1f9eb6d18bb5cd25559bdbb516a0a6e52a5b,candidate_core_i026_01|candidate_core_i026_02|candidate_core_i026_03,candidate_core_i026_01|candidate_core_i026_02|candidate_core_i026_03,NONE,PASS
I026@green,I026,green,410261,59e0c1167919b08552a40415a8ffdf729831ee097fd14acf2fba3369fe70c5cd,59e0c1167919b08552a40415a8ffdf729831ee097fd14acf2fba3369fe70c5cd,86aaa6b72dec2e9901ef495ef0e92b0603d12c24b45cc539ca495f8a33e57019,86aaa6b72dec2e9901ef495ef0e92b0603d12c24b45cc539ca495f8a33e57019,8257f76b35d9cd35abb48c76f0ad78b275942e58dbe11d156399df1fafa414e8,8257f76b35d9cd35abb48c76f0ad78b275942e58dbe11d156399df1fafa414e8,candidate_core_i026_01|candidate_core_i026_02,candidate_core_i026_01|candidate_core_i026_02,NONE,PASS
I026@orange,I026,orange,410264,1dff01cfdafcec5320132e6e5a8d0943412559c4b668c5a3ccf0b6230a62266c,604f4ec54fc0d0fb8913bb7c97e789d422a9cfb769b984915cd9342767ddd1ad,434021a77b7cedfeb597b267ff64549ac981b9a3a0960ac45308a7fcd3bee7dc,4e18bbfce95545fe463cd5c04132ac4d2a265428f177ec96856037bf3df71e00,cd92f952534dc09eb01bb7444bdb7f3db23a24884643f6e15228034842b7bea9,cd92f952534dc09eb01bb7444bdb7f3db23a24884643f6e15228034842b7bea9,candidate_core_i026_01|candidate_core_i026_02|candidate_core_i026_03|candidate_core_i026_04|candidate_core_i026_ultimate,candidate_core_i026_01|candidate_core_i026_02|candidate_core_i026_03|candidate_core_i026_ultimate,REMOVE_04_KEEP_ULT,PASS
I026@purple,I026,purple,410263,a4f7fb1195e5cd7c73c17eb6167bed1cd836eeea7a210b0c24c86e2658e2ad71,4a56e1f23895bcb950f44ecd9ca03d0a1989c893149af76208b728a4d8b39f8e,5b9672c1e37eda0b5dee6cab1afe42180ff52e31ece00450a5c59c68e411c51f,b75a8756d2160137e946406132431e23d375f5444c6ffcb03ada38bfb2593029,af3f25a0087a81933eb2b32efc5d28d60e0f8207c37e1412a5f23a1c8200f586,af3f25a0087a81933eb2b32efc5d28d60e0f8207c37e1412a5f23a1c8200f586,candidate_core_i026_01|candidate_core_i026_02|candidate_core_i026_03|candidate_core_i026_04,candidate_core_i026_01|candidate_core_i026_02|candidate_core_i026_03,REMOVE_04,PASS
I026@white,I026,white,410260,8e8718895b7a232d3319a32b55f5c4ab51b22447b039c6647740556d86f4d46f,8e8718895b7a232d3319a32b55f5c4ab51b22447b039c6647740556d86f4d46f,cf984dcd4084d6f3487cd17febb849185cf38f96e450c2bd8855d90e71eb9235,cf984dcd4084d6f3487cd17febb849185cf38f96e450c2bd8855d90e71eb9235,1fd235c928fa99cd6f47d4548f8e51054fc596670a586ff26b6c6e8e7cd7eee6,1fd235c928fa99cd6f47d4548f8e51054fc596670a586ff26b6c6e8e7cd7eee6,candidate_core_i026_01,candidate_core_i026_01,NONE,PASS
I027@blue,I027,blue,410272,ab6d55f1bf7eb3c67d17e09ed0a8ce888f8b9d58680ed3582099e37f20bceacd,ab6d55f1bf7eb3c67d17e09ed0a8ce888f8b9d58680ed3582099e37f20bceacd,82b4775ccaa1b0667bed81509a17e4834366a168a2469a5a8f75529e018b38e1,82b4775ccaa1b0667bed81509a17e4834366a168a2469a5a8f75529e018b38e1,3ac520e32dcc67a48da7489b43e9d2a7214f71e43c243c7214b8419a05fd24f1,3ac520e32dcc67a48da7489b43e9d2a7214f71e43c243c7214b8419a05fd24f1,candidate_core_i027_01|candidate_core_i027_02|candidate_core_i027_03,candidate_core_i027_01|candidate_core_i027_02|candidate_core_i027_03,NONE,PASS
I027@green,I027,green,410271,90dbcd6fdbd36c54b3037472abe36b931b746530bf32156278ac110346d170ff,90dbcd6fdbd36c54b3037472abe36b931b746530bf32156278ac110346d170ff,748283a065758e5a533893e087fc37e7988774cc6ff843e3afef35b0450dc9e9,748283a065758e5a533893e087fc37e7988774cc6ff843e3afef35b0450dc9e9,3fc0099a48a45f7cb208d092680b6e23c34c233037d17492935fb2271efc2b32,3fc0099a48a45f7cb208d092680b6e23c34c233037d17492935fb2271efc2b32,candidate_core_i027_01|candidate_core_i027_02,candidate_core_i027_01|candidate_core_i027_02,NONE,PASS
I027@orange,I027,orange,410274,1374646d8c957d404272dd0a874f58872f19bad0a54ca1e15bc26b3592dc1ea1,22bd0898133c92216478df63eb7a942828970d9bd40ac1faccf58e542d292b9e,56ca93cb3837412d1ba7a76c186711eee2f92cf4aea3859102e8656405928ea2,e9fd5bd05a2710aa59288eb8d2f9a2db6811f74277fc4fecec433ac43d3387f4,0950cc47c9a30b80234b6a4d3f2a33d11835f3f7a215bbe69517457b2f8bdfe5,0950cc47c9a30b80234b6a4d3f2a33d11835f3f7a215bbe69517457b2f8bdfe5,candidate_core_i027_01|candidate_core_i027_02|candidate_core_i027_03|candidate_core_i027_04|candidate_core_i027_ultimate,candidate_core_i027_01|candidate_core_i027_02|candidate_core_i027_03|candidate_core_i027_ultimate,REMOVE_04_KEEP_ULT,PASS
I027@purple,I027,purple,410273,7c215e118042725299e5b2301ac8506940c4dfd6922dcee6fe1a520835204cd7,a21b054a4d59f2f78ee4d3762dfb1e3a0cda93f732efb588e16ba1250f303d8c,d80d5ed6fd44c0e40dc4bb3b02db308185718a7c45e892660f7abfe1cbf17cf7,dbbf552f4e8d7e5161d645f48680f5d3cfdda026ce407cdeb1e7e50788a0e92e,e528e48820fb3c26b7ea701561380dcfa78701267c388e09b83beb2eaa8f6eda,e528e48820fb3c26b7ea701561380dcfa78701267c388e09b83beb2eaa8f6eda,candidate_core_i027_01|candidate_core_i027_02|candidate_core_i027_03|candidate_core_i027_04,candidate_core_i027_01|candidate_core_i027_02|candidate_core_i027_03,REMOVE_04,PASS
I027@white,I027,white,410270,7dad25a708d3f5b0c828abfb9f8bb589de3c71c2223cebab1ff96943cdec6667,7dad25a708d3f5b0c828abfb9f8bb589de3c71c2223cebab1ff96943cdec6667,2c7116daf4447fce239749e92dc5a5c444e82d768c147ff3718873df136056d2,2c7116daf4447fce239749e92dc5a5c444e82d768c147ff3718873df136056d2,8a511c52d6d41a568d56bb7fdad1a9dd0d3b03ec5f2f4fd662091942ffd57851,8a511c52d6d41a568d56bb7fdad1a9dd0d3b03ec5f2f4fd662091942ffd57851,candidate_core_i027_01,candidate_core_i027_01,NONE,PASS
I028@blue,I028,blue,410282,5c88bd5d3542ae84dd789f48185172337e3edc3d2bfa2c9dbde5ecc34d768a6b,5c88bd5d3542ae84dd789f48185172337e3edc3d2bfa2c9dbde5ecc34d768a6b,50a256cfb082bc2cc69d7db4fd0db97720c127bafc75a6dc41bc6fc3334e8cf5,50a256cfb082bc2cc69d7db4fd0db97720c127bafc75a6dc41bc6fc3334e8cf5,35a366a352dd26d740c7ebf21c70bbc636dcd9cc3908eb54a37e4e96a1c53a52,35a366a352dd26d740c7ebf21c70bbc636dcd9cc3908eb54a37e4e96a1c53a52,candidate_core_i028_01|candidate_core_i028_02|candidate_core_i028_03,candidate_core_i028_01|candidate_core_i028_02|candidate_core_i028_03,NONE,PASS
I028@green,I028,green,410281,6caf7e4a3326c61512e0c77cf9ca12155193c39fe2c36e4db0458bbf78f7465c,6caf7e4a3326c61512e0c77cf9ca12155193c39fe2c36e4db0458bbf78f7465c,ba3a2fe1c2c09d9ce67b2f88745212ef03ce1d75de403de07427575212e54086,ba3a2fe1c2c09d9ce67b2f88745212ef03ce1d75de403de07427575212e54086,f38b560701f0c593916c2d05e098a0d7a54a475e5d0db069b87c81e3177b5941,f38b560701f0c593916c2d05e098a0d7a54a475e5d0db069b87c81e3177b5941,candidate_core_i028_01|candidate_core_i028_02,candidate_core_i028_01|candidate_core_i028_02,NONE,PASS
I028@orange,I028,orange,410284,f9c11aefe3cf2a19979ca83a2126f85422b085061251c16cfa144ae30aaf7cd3,86811cb7e33354d4e63f94ba449bb951b4f23a9fa3bc9fbb7a1d548d3acd13c4,072274c51db3141dd6f51be9bf08142951ab96035f873693c3883a3fc0d5cc13,47b635787399ae5ea2f32046380946779da8537d42bc2672301f7256fe24685f,ada3e0517ee1bf06ecc0c7cfebc89ae1efff495f28e3c20a61847780b8101772,ada3e0517ee1bf06ecc0c7cfebc89ae1efff495f28e3c20a61847780b8101772,candidate_core_i028_01|candidate_core_i028_02|candidate_core_i028_03|candidate_core_i028_04|candidate_core_i028_ultimate,candidate_core_i028_01|candidate_core_i028_02|candidate_core_i028_03|candidate_core_i028_ultimate,REMOVE_04_KEEP_ULT,PASS
I028@purple,I028,purple,410283,be7c5ea0fadb9205257b6fae67e93037d550aa76519418b81020d80c23403ea1,be1f429a66cb38a54d19684ad102f59806702657e6a5c2ff55cd8476539aca3f,bf461d6cd9daf1f30c5a898757f510de9118dec192529ae6313b89a740bb5e04,d5968b7c1cba262b660dd56ced42082642eaef8c35bbaf7095eb5b4fff4df003,f1c494dd1789afc60c26c915f7a86ff19bff0c025bb66061cf6c28cb7a39d7bf,f1c494dd1789afc60c26c915f7a86ff19bff0c025bb66061cf6c28cb7a39d7bf,candidate_core_i028_01|candidate_core_i028_02|candidate_core_i028_03|candidate_core_i028_04,candidate_core_i028_01|candidate_core_i028_02|candidate_core_i028_03,REMOVE_04,PASS
I028@white,I028,white,410280,c976cc8e45da998c8f8cb9b44d6e874c55dc4e802b13845c45e991a9afeacb07,c976cc8e45da998c8f8cb9b44d6e874c55dc4e802b13845c45e991a9afeacb07,156ea542087d7896eaa7a406dda5dc9da86edf28bdccf21a7337d4056315ef3c,156ea542087d7896eaa7a406dda5dc9da86edf28bdccf21a7337d4056315ef3c,71d0c4b54e3470decaf2dd9fc89aecae0584be13f763d5a9e4509d0fe7123102,71d0c4b54e3470decaf2dd9fc89aecae0584be13f763d5a9e4509d0fe7123102,candidate_core_i028_01,candidate_core_i028_01,NONE,PASS
I029@blue,I029,blue,410292,ec051368a7fbd08c88ddde6ddb9038d3e13a211863de84d1410937369ab2070f,ec051368a7fbd08c88ddde6ddb9038d3e13a211863de84d1410937369ab2070f,2c8453a44f4e04407086a8d7d158fc4d5eb1412531053092b3f338ced9ace39c,2c8453a44f4e04407086a8d7d158fc4d5eb1412531053092b3f338ced9ace39c,4a849af33d37b15b0282bfc22e97972499f7ddc7d1ac94a647922173bdb0e99e,4a849af33d37b15b0282bfc22e97972499f7ddc7d1ac94a647922173bdb0e99e,candidate_core_i029_01|candidate_core_i029_02|candidate_core_i029_03,candidate_core_i029_01|candidate_core_i029_02|candidate_core_i029_03,NONE,PASS
I029@green,I029,green,410291,4d7d02a9e6c5b3d13a7ddb0cfb10004da1b93fbe3fa6cbfbeb14ea12ec732305,4d7d02a9e6c5b3d13a7ddb0cfb10004da1b93fbe3fa6cbfbeb14ea12ec732305,89f1ec74d0f60103c3b97dcdc7920a27a9ecfba0d1c704f157bbc103b0c305b8,89f1ec74d0f60103c3b97dcdc7920a27a9ecfba0d1c704f157bbc103b0c305b8,f01f50c377d37110cf0469508a5cac50b76ed8094b2c98937fd95df5e46d213c,f01f50c377d37110cf0469508a5cac50b76ed8094b2c98937fd95df5e46d213c,candidate_core_i029_01|candidate_core_i029_02,candidate_core_i029_01|candidate_core_i029_02,NONE,PASS
I029@orange,I029,orange,410294,1697c9105d49cd38421a59859cd550f7f128154e45fc56d5ae11b838754ba156,1f9c395c38caf65464b33ab82189b2e5a06fa76400d4ed96e68358f5c8d275f9,ac823d63322bad719cdce5f9055567f926a1e92ded465b61818563028ed088e1,eb4f83af2014208640944241d028a0c1119e1de60b8b81a08be311f1611acf45,f7c7bb619b3e49750f7f8369ace5fe369299130a4dd5f194892c2d89b0256e2a,f7c7bb619b3e49750f7f8369ace5fe369299130a4dd5f194892c2d89b0256e2a,candidate_core_i029_01|candidate_core_i029_02|candidate_core_i029_03|candidate_core_i029_04|candidate_core_i029_ultimate,candidate_core_i029_01|candidate_core_i029_02|candidate_core_i029_03|candidate_core_i029_ultimate,REMOVE_04_KEEP_ULT,PASS
I029@purple,I029,purple,410293,74a35dc831ed083a4bb0bd163667d6e09a45bcc9c4dc03ff3a2ba895833b92b1,fee72999db8663ba112af9cbc65e888b15c4f33ecc1089f1e7700a48d1c2435a,4599a2f680121611fd786907f404225e5a51af59d52058d5346f225d33761b6f,d14c42e2dcdeb2997247cd90663978df9adea6daf3b74d23e3024764cf8d1b69,675562dc031c1f4579e99496dec64ae5a06ec7feff62f82adbe67fd2a90108c9,675562dc031c1f4579e99496dec64ae5a06ec7feff62f82adbe67fd2a90108c9,candidate_core_i029_01|candidate_core_i029_02|candidate_core_i029_03|candidate_core_i029_04,candidate_core_i029_01|candidate_core_i029_02|candidate_core_i029_03,REMOVE_04,PASS
I029@white,I029,white,410290,055c54ff043a263e1050a466e88e6a1a3844008a94b168cc614e690cc6207ee1,055c54ff043a263e1050a466e88e6a1a3844008a94b168cc614e690cc6207ee1,aa5ea7fc3ddcce87c8515f8c3367f9bddfe17736e1532f6bd95edca88ae2da27,aa5ea7fc3ddcce87c8515f8c3367f9bddfe17736e1532f6bd95edca88ae2da27,c30c5c4d645b2c77095aa08a2233f0917e40f397ef89546422f3e77b9457cf8a,c30c5c4d645b2c77095aa08a2233f0917e40f397ef89546422f3e77b9457cf8a,candidate_core_i029_01,candidate_core_i029_01,NONE,PASS
I030@blue,I030,blue,410302,192effc48810f4a15e9f6f8c863fb4409eb6d08e1e30586292fa21a715a7351a,192effc48810f4a15e9f6f8c863fb4409eb6d08e1e30586292fa21a715a7351a,9e12a9128e52e7eb4f5c3345404425aad558812039119bc5c76ef6b63cc4d47e,9e12a9128e52e7eb4f5c3345404425aad558812039119bc5c76ef6b63cc4d47e,5be41d678573af53d624f98c5682843163e8b9b19a3a5ba78073383e5d2a8599,5be41d678573af53d624f98c5682843163e8b9b19a3a5ba78073383e5d2a8599,candidate_core_i030_01|candidate_core_i030_02|candidate_core_i030_03,candidate_core_i030_01|candidate_core_i030_02|candidate_core_i030_03,NONE,PASS
I030@green,I030,green,410301,3c782776f50b77f9bea51e6e7b72598fba28352856de804f4e0616ac78b9cec8,3c782776f50b77f9bea51e6e7b72598fba28352856de804f4e0616ac78b9cec8,4cae029ce1928bd07774c872ec92cceddd5ef1b027ee958ec25aef85b52a46d9,4cae029ce1928bd07774c872ec92cceddd5ef1b027ee958ec25aef85b52a46d9,5241f6dda98a4beeec42f44f2b9be2041517a2f83fe54cc7cbf9dd58a93cf27f,5241f6dda98a4beeec42f44f2b9be2041517a2f83fe54cc7cbf9dd58a93cf27f,candidate_core_i030_01|candidate_core_i030_02,candidate_core_i030_01|candidate_core_i030_02,NONE,PASS
I030@orange,I030,orange,410304,31a6d800b79d1287df16a23f8795bd000da12c2b3b81a4523f3991ed819ade47,e7c70a8bf1cb93a91e9f13dd63444939ca6ee140c6c99dc7613f8638176d28c3,6dc7bd94d1717b0d8536d7fda44844d3632f9f889595b8784993d8d35c2229d0,857227a9294e2ccd2483db15609e17623f4d2f9763a8c070cfbe0a441fcb279a,fa2787eadbaa49629ccbc308bc959d202dd1203c5b1f873e7dbff039c2d8b160,fa2787eadbaa49629ccbc308bc959d202dd1203c5b1f873e7dbff039c2d8b160,candidate_core_i030_01|candidate_core_i030_02|candidate_core_i030_03|candidate_core_i030_04|candidate_core_i030_ultimate,candidate_core_i030_01|candidate_core_i030_02|candidate_core_i030_03|candidate_core_i030_ultimate,REMOVE_04_KEEP_ULT,PASS
I030@purple,I030,purple,410303,a3fa28370b115bc501306453dc822183d87b43ad18b3fdfccae82eb75bf996f7,6011a76235fba206cb54801147e1b07825dba24d928838558452e96871193fac,70a15ad0a7ac0e2ef890f6c5b6673e314915e973d5d65871e73f1df8603635bb,8230650fbdc998c3d11ee66d52b02a41bb250bbc51dfa3b39e60926d9c3dbe53,e3e0acd600bd8e9f067798958dcac1064f57e0ad4f6bf03ae8f6cd853df5ba1c,e3e0acd600bd8e9f067798958dcac1064f57e0ad4f6bf03ae8f6cd853df5ba1c,candidate_core_i030_01|candidate_core_i030_02|candidate_core_i030_03|candidate_core_i030_04,candidate_core_i030_01|candidate_core_i030_02|candidate_core_i030_03,REMOVE_04,PASS
I030@white,I030,white,410300,5221182347073d859c9c06d0591954f19986af143ccf1ecc33d5c914c8eea7ad,5221182347073d859c9c06d0591954f19986af143ccf1ecc33d5c914c8eea7ad,76de407abb1f7a5be959e1fe0fe9eab5796df43b6429672c34bf5ff07ec829e1,76de407abb1f7a5be959e1fe0fe9eab5796df43b6429672c34bf5ff07ec829e1,cf9e8182981d6d761a6b0766ec7312245503520b155befcfaa3b9ff2f76ca9db,cf9e8182981d6d761a6b0766ec7312245503520b155befcfaa3b9ff2f76ca9db,candidate_core_i030_01,candidate_core_i030_01,NONE,PASS
