context,baseItemId,rarity,fieldKind,displayName,source,playerProjection,debugProjection,status
"GeneratedInstance","I024","blue","identity","净水盂","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I024","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I024","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I024","purple","stat","净化","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4层","候选区间：4层 ～ 5层","PASS"
"GeneratedInstance","I024","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I024","purple","stat","回复","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","32","候选区间：27 ～ 32","PASS"
"GeneratedInstance","I024","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I024","purple","affix","净化提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4层","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I024","purple","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10.5%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I024","purple","identity","净水盂","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I024","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I024","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I024","orange","stat","净化","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5层","候选区间：4层 ～ 5层","PASS"
"GeneratedInstance","I024","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I024","orange","stat","回复","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","31","候选区间：31 ～ 34","PASS"
"GeneratedInstance","I024","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I024","orange","affix","净化提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4层","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I024","orange","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.58%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I024","orange","identity","净水盂","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I024","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I024","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I025","white","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1点","候选区间：1点 ～ 3点","PASS"
"GeneratedInstance","I025","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I025","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I025","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I025","white","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","white","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.27%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","white","identity","封煞符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I025","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I025","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I025","green","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：3点 ～ 6点","PASS"
"GeneratedInstance","I025","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 5回合","PASS"
"GeneratedInstance","I025","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I025","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 4点","PASS"
"GeneratedInstance","I025","green","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","green","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.22%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","green","identity","封煞符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I025","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I025","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I025","blue","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：5点 ～ 8点","PASS"
"GeneratedInstance","I025","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I025","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I025","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I025","blue","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+7点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","blue","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.24%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","blue","identity","封煞符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I025","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I025","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I025","purple","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：7点 ～ 9点","PASS"
"GeneratedInstance","I025","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I025","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I025","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2点","候选区间：2点 ～ 3点","PASS"
"GeneratedInstance","I025","purple","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+9点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","purple","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10.72%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","purple","identity","封煞符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I025","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I025","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I025","orange","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","10点","候选区间：9点 ～ 10点","PASS"
"GeneratedInstance","I025","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I025","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I025","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2点","候选区间：2点 ～ 3点","PASS"
"GeneratedInstance","I025","orange","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+9点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","orange","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I025","orange","identity","封煞符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I025","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I025","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I026","white","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2点","候选区间：1点 ～ 3点","PASS"
"GeneratedInstance","I026","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I026","white","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","15","候选区间：12 ～ 18","PASS"
"GeneratedInstance","I026","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I026","white","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.66%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","white","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.34%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","white","identity","太白斩符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I026","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I026","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I026","green","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：3点 ～ 6点","PASS"
"GeneratedInstance","I026","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 5回合","PASS"
"GeneratedInstance","I026","green","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","19","候选区间：16 ～ 23","PASS"
"GeneratedInstance","I026","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 5点","PASS"
"GeneratedInstance","I026","green","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.53%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","green","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","green","identity","太白斩符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I026","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I026","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I026","blue","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 8点","PASS"
"GeneratedInstance","I026","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I026","blue","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","22","候选区间：22 ～ 29","PASS"
"GeneratedInstance","I026","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I026","blue","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.52%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","blue","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.18%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","blue","identity","太白斩符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I026","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I026","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I026","purple","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","8点","候选区间：7点 ～ 9点","PASS"
"GeneratedInstance","I026","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I026","purple","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","32","候选区间：26 ～ 32","PASS"
"GeneratedInstance","I026","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I026","purple","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+12.07%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","purple","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+9点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","purple","identity","太白斩符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I026","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I026","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I026","orange","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9点","候选区间：9点 ～ 10点","PASS"
"GeneratedInstance","I026","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I026","orange","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","34","候选区间：31 ～ 34","PASS"
"GeneratedInstance","I026","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I026","orange","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.05%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","orange","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I026","orange","identity","太白斩符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I026","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I026","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I027","white","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","21","候选区间：16 ～ 23","PASS"
"GeneratedInstance","I027","white","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1点","候选区间：1点 ～ 3点","PASS"
"GeneratedInstance","I027","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：6回合 ～ 7回合","PASS"
"GeneratedInstance","I027","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I027","white","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.29%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","white","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.42%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","white","identity","太白斩煞印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I027","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I027","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I027","green","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","28","候选区间：21 ～ 30","PASS"
"GeneratedInstance","I027","green","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：3点 ～ 6点","PASS"
"GeneratedInstance","I027","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：6回合 ～ 6回合","PASS"
"GeneratedInstance","I027","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：6点 ～ 6点","PASS"
"GeneratedInstance","I027","green","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.25%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","green","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.55%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","green","identity","太白斩煞印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I027","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I027","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I027","blue","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","34","候选区间：28 ～ 36","PASS"
"GeneratedInstance","I027","blue","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 8点","PASS"
"GeneratedInstance","I027","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I027","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I027","blue","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.56%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","blue","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.71%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","blue","identity","太白斩煞印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I027","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I027","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I027","purple","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","35","候选区间：34 ～ 40","PASS"
"GeneratedInstance","I027","purple","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9点","候选区间：7点 ～ 9点","PASS"
"GeneratedInstance","I027","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I027","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I027","purple","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10.68%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","purple","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+9点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","purple","identity","太白斩煞印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I027","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I027","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I027","orange","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","40","候选区间：39 ～ 43","PASS"
"GeneratedInstance","I027","orange","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","10点","候选区间：9点 ～ 10点","PASS"
"GeneratedInstance","I027","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I027","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I027","orange","affix","破盾提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+16.81%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","orange","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.15%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I027","orange","identity","太白斩煞印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I027","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I027","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I028","white","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","13","候选区间：9 ～ 13","PASS"
"GeneratedInstance","I028","white","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1点","候选区间：1点 ～ 3点","PASS"
"GeneratedInstance","I028","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I028","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I028","white","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I028","white","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.55%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I028","white","identity","断煞令","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I028","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I028","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I028","green","stat","破盾","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","17","候选区间：12 ～ 17","PASS"
"GeneratedInstance","I028","green","stat","控制","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：3点 ～ 6点","PASS"
"GeneratedInstance","I028","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 4回合","PASS"
"GeneratedInstance","I028","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 5点","PASS"
"GeneratedInstance","I028","green","affix","控制提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3点","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I028","green","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.97%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
