caseId,baseItemId,rarity,rootSeed,itemInstanceId,expected,result,actual
"viewmodel-I018@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I018@green-0","I018","green",77041201,"wb_i018_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I018@green-1","I018","green",77041201,"wb_i018_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I018@green-2","I018","green",77041201,"wb_i018_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I018@green-3","I018","green",77041201,"wb_i018_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I018@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i018_green_77041201"
"seed-switch-I018@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i018_green_77041202"
"candidate-I018@blue","","",0,"","candidate instance generated","PASS","Success:wb_i018_blue_77041201"
"projection-I018@blue","","",0,"","exact read-only projection","PASS","wb_i018_blue_77041201"
"viewmodel-I018@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I018@blue-0","I018","blue",77041201,"wb_i018_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I018@blue-1","I018","blue",77041201,"wb_i018_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I018@blue-2","I018","blue",77041201,"wb_i018_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I018@blue-3","I018","blue",77041201,"wb_i018_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I018@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i018_blue_77041201"
"seed-switch-I018@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i018_blue_77041202"
"candidate-I018@purple","","",0,"","candidate instance generated","PASS","Success:wb_i018_purple_77041201"
"projection-I018@purple","","",0,"","exact read-only projection","PASS","wb_i018_purple_77041201"
"viewmodel-I018@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I018@purple-0","I018","purple",77041201,"wb_i018_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I018@purple-1","I018","purple",77041201,"wb_i018_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I018@purple-2","I018","purple",77041201,"wb_i018_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I018@purple-3","I018","purple",77041201,"wb_i018_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I018@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i018_purple_77041201"
"seed-switch-I018@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i018_purple_77041202"
"candidate-I018@orange","","",0,"","candidate instance generated","PASS","Success:wb_i018_orange_77041201"
"projection-I018@orange","","",0,"","exact read-only projection","PASS","wb_i018_orange_77041201"
"viewmodel-I018@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I018@orange-0","I018","orange",77041201,"wb_i018_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I018@orange-1","I018","orange",77041201,"wb_i018_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I018@orange-2","I018","orange",77041201,"wb_i018_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I018@orange-3","I018","orange",77041201,"wb_i018_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I018@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i018_orange_77041201"
"seed-switch-I018@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i018_orange_77041202"
"base-query-I019","","",0,"","catalog base item query succeeds","PASS","I019"
"candidate-I019@white","","",0,"","candidate instance generated","PASS","Success:wb_i019_white_77041201"
"projection-I019@white","","",0,"","exact read-only projection","PASS","wb_i019_white_77041201"
"viewmodel-I019@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I019@white-0","I019","white",77041201,"wb_i019_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I019@white-1","I019","white",77041201,"wb_i019_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I019@white-2","I019","white",77041201,"wb_i019_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I019@white-3","I019","white",77041201,"wb_i019_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I019@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i019_white_77041201"
"seed-switch-I019@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i019_white_77041202"
"candidate-I019@green","","",0,"","candidate instance generated","PASS","Success:wb_i019_green_77041201"
"projection-I019@green","","",0,"","exact read-only projection","PASS","wb_i019_green_77041201"
"viewmodel-I019@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I019@green-0","I019","green",77041201,"wb_i019_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I019@green-1","I019","green",77041201,"wb_i019_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I019@green-2","I019","green",77041201,"wb_i019_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I019@green-3","I019","green",77041201,"wb_i019_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I019@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i019_green_77041201"
"seed-switch-I019@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i019_green_77041202"
"candidate-I019@blue","","",0,"","candidate instance generated","PASS","Success:wb_i019_blue_77041201"
"projection-I019@blue","","",0,"","exact read-only projection","PASS","wb_i019_blue_77041201"
"viewmodel-I019@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I019@blue-0","I019","blue",77041201,"wb_i019_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I019@blue-1","I019","blue",77041201,"wb_i019_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I019@blue-2","I019","blue",77041201,"wb_i019_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I019@blue-3","I019","blue",77041201,"wb_i019_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I019@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i019_blue_77041201"
"seed-switch-I019@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i019_blue_77041202"
"candidate-I019@purple","","",0,"","candidate instance generated","PASS","Success:wb_i019_purple_77041201"
"projection-I019@purple","","",0,"","exact read-only projection","PASS","wb_i019_purple_77041201"
"viewmodel-I019@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I019@purple-0","I019","purple",77041201,"wb_i019_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I019@purple-1","I019","purple",77041201,"wb_i019_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I019@purple-2","I019","purple",77041201,"wb_i019_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I019@purple-3","I019","purple",77041201,"wb_i019_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I019@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i019_purple_77041201"
"seed-switch-I019@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i019_purple_77041202"
"candidate-I019@orange","","",0,"","candidate instance generated","PASS","Success:wb_i019_orange_77041201"
"projection-I019@orange","","",0,"","exact read-only projection","PASS","wb_i019_orange_77041201"
"viewmodel-I019@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I019@orange-0","I019","orange",77041201,"wb_i019_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I019@orange-1","I019","orange",77041201,"wb_i019_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I019@orange-2","I019","orange",77041201,"wb_i019_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I019@orange-3","I019","orange",77041201,"wb_i019_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I019@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i019_orange_77041201"
"seed-switch-I019@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i019_orange_77041202"
"base-query-I020","","",0,"","catalog base item query succeeds","PASS","I020"
"candidate-I020@white","","",0,"","candidate instance generated","PASS","Success:wb_i020_white_77041201"
"projection-I020@white","","",0,"","exact read-only projection","PASS","wb_i020_white_77041201"
"viewmodel-I020@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I020@white-0","I020","white",77041201,"wb_i020_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I020@white-1","I020","white",77041201,"wb_i020_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I020@white-2","I020","white",77041201,"wb_i020_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I020@white-3","I020","white",77041201,"wb_i020_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I020@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i020_white_77041201"
"seed-switch-I020@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i020_white_77041202"
"candidate-I020@green","","",0,"","candidate instance generated","PASS","Success:wb_i020_green_77041201"
"projection-I020@green","","",0,"","exact read-only projection","PASS","wb_i020_green_77041201"
"viewmodel-I020@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I020@green-0","I020","green",77041201,"wb_i020_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I020@green-1","I020","green",77041201,"wb_i020_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I020@green-2","I020","green",77041201,"wb_i020_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I020@green-3","I020","green",77041201,"wb_i020_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I020@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i020_green_77041201"
"seed-switch-I020@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i020_green_77041202"
"candidate-I020@blue","","",0,"","candidate instance generated","PASS","Success:wb_i020_blue_77041201"
"projection-I020@blue","","",0,"","exact read-only projection","PASS","wb_i020_blue_77041201"
"viewmodel-I020@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I020@blue-0","I020","blue",77041201,"wb_i020_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I020@blue-1","I020","blue",77041201,"wb_i020_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I020@blue-2","I020","blue",77041201,"wb_i020_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I020@blue-3","I020","blue",77041201,"wb_i020_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I020@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i020_blue_77041201"
"seed-switch-I020@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i020_blue_77041202"
"candidate-I020@purple","","",0,"","candidate instance generated","PASS","Success:wb_i020_purple_77041201"
"projection-I020@purple","","",0,"","exact read-only projection","PASS","wb_i020_purple_77041201"
"viewmodel-I020@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I020@purple-0","I020","purple",77041201,"wb_i020_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I020@purple-1","I020","purple",77041201,"wb_i020_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I020@purple-2","I020","purple",77041201,"wb_i020_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I020@purple-3","I020","purple",77041201,"wb_i020_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I020@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i020_purple_77041201"
"seed-switch-I020@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i020_purple_77041202"
"candidate-I020@orange","","",0,"","candidate instance generated","PASS","Success:wb_i020_orange_77041201"
"projection-I020@orange","","",0,"","exact read-only projection","PASS","wb_i020_orange_77041201"
"viewmodel-I020@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I020@orange-0","I020","orange",77041201,"wb_i020_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I020@orange-1","I020","orange",77041201,"wb_i020_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I020@orange-2","I020","orange",77041201,"wb_i020_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I020@orange-3","I020","orange",77041201,"wb_i020_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I020@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i020_orange_77041201"
"seed-switch-I020@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i020_orange_77041202"
"base-query-I021","","",0,"","catalog base item query succeeds","PASS","I021"
"candidate-I021@white","","",0,"","candidate instance generated","PASS","Success:wb_i021_white_77041201"
"projection-I021@white","","",0,"","exact read-only projection","PASS","wb_i021_white_77041201"
"viewmodel-I021@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I021@white-0","I021","white",77041201,"wb_i021_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I021@white-1","I021","white",77041201,"wb_i021_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I021@white-2","I021","white",77041201,"wb_i021_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I021@white-3","I021","white",77041201,"wb_i021_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I021@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i021_white_77041201"
"seed-switch-I021@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i021_white_77041202"
"candidate-I021@green","","",0,"","candidate instance generated","PASS","Success:wb_i021_green_77041201"
"projection-I021@green","","",0,"","exact read-only projection","PASS","wb_i021_green_77041201"
"viewmodel-I021@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I021@green-0","I021","green",77041201,"wb_i021_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I021@green-1","I021","green",77041201,"wb_i021_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I021@green-2","I021","green",77041201,"wb_i021_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I021@green-3","I021","green",77041201,"wb_i021_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I021@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i021_green_77041201"
"seed-switch-I021@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i021_green_77041202"
"candidate-I021@blue","","",0,"","candidate instance generated","PASS","Success:wb_i021_blue_77041201"
"projection-I021@blue","","",0,"","exact read-only projection","PASS","wb_i021_blue_77041201"
"viewmodel-I021@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I021@blue-0","I021","blue",77041201,"wb_i021_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I021@blue-1","I021","blue",77041201,"wb_i021_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I021@blue-2","I021","blue",77041201,"wb_i021_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I021@blue-3","I021","blue",77041201,"wb_i021_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I021@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i021_blue_77041201"
"seed-switch-I021@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i021_blue_77041202"
"candidate-I021@purple","","",0,"","candidate instance generated","PASS","Success:wb_i021_purple_77041201"
"projection-I021@purple","","",0,"","exact read-only projection","PASS","wb_i021_purple_77041201"
"viewmodel-I021@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I021@purple-0","I021","purple",77041201,"wb_i021_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I021@purple-1","I021","purple",77041201,"wb_i021_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I021@purple-2","I021","purple",77041201,"wb_i021_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I021@purple-3","I021","purple",77041201,"wb_i021_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I021@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i021_purple_77041201"
"seed-switch-I021@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i021_purple_77041202"
"candidate-I021@orange","","",0,"","candidate instance generated","PASS","Success:wb_i021_orange_77041201"
"projection-I021@orange","","",0,"","exact read-only projection","PASS","wb_i021_orange_77041201"
"viewmodel-I021@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I021@orange-0","I021","orange",77041201,"wb_i021_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I021@orange-1","I021","orange",77041201,"wb_i021_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I021@orange-2","I021","orange",77041201,"wb_i021_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I021@orange-3","I021","orange",77041201,"wb_i021_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I021@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i021_orange_77041201"
"seed-switch-I021@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i021_orange_77041202"
"base-query-I022","","",0,"","catalog base item query succeeds","PASS","I022"
"candidate-I022@white","","",0,"","candidate instance generated","PASS","Success:wb_i022_white_77041201"
"projection-I022@white","","",0,"","exact read-only projection","PASS","wb_i022_white_77041201"
"viewmodel-I022@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I022@white-0","I022","white",77041201,"wb_i022_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I022@white-1","I022","white",77041201,"wb_i022_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I022@white-2","I022","white",77041201,"wb_i022_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I022@white-3","I022","white",77041201,"wb_i022_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I022@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i022_white_77041201"
"seed-switch-I022@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i022_white_77041202"
"candidate-I022@green","","",0,"","candidate instance generated","PASS","Success:wb_i022_green_77041201"
"projection-I022@green","","",0,"","exact read-only projection","PASS","wb_i022_green_77041201"
"viewmodel-I022@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I022@green-0","I022","green",77041201,"wb_i022_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I022@green-1","I022","green",77041201,"wb_i022_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I022@green-2","I022","green",77041201,"wb_i022_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I022@green-3","I022","green",77041201,"wb_i022_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I022@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i022_green_77041201"
"seed-switch-I022@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i022_green_77041202"
"candidate-I022@blue","","",0,"","candidate instance generated","PASS","Success:wb_i022_blue_77041201"
"projection-I022@blue","","",0,"","exact read-only projection","PASS","wb_i022_blue_77041201"
"viewmodel-I022@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I022@blue-0","I022","blue",77041201,"wb_i022_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I022@blue-1","I022","blue",77041201,"wb_i022_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I022@blue-2","I022","blue",77041201,"wb_i022_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I022@blue-3","I022","blue",77041201,"wb_i022_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I022@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i022_blue_77041201"
"seed-switch-I022@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i022_blue_77041202"
"candidate-I022@purple","","",0,"","candidate instance generated","PASS","Success:wb_i022_purple_77041201"
"projection-I022@purple","","",0,"","exact read-only projection","PASS","wb_i022_purple_77041201"
"viewmodel-I022@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I022@purple-0","I022","purple",77041201,"wb_i022_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I022@purple-1","I022","purple",77041201,"wb_i022_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I022@purple-2","I022","purple",77041201,"wb_i022_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I022@purple-3","I022","purple",77041201,"wb_i022_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I022@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i022_purple_77041201"
"seed-switch-I022@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i022_purple_77041202"
"candidate-I022@orange","","",0,"","candidate instance generated","PASS","Success:wb_i022_orange_77041201"
"projection-I022@orange","","",0,"","exact read-only projection","PASS","wb_i022_orange_77041201"
"viewmodel-I022@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I022@orange-0","I022","orange",77041201,"wb_i022_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I022@orange-1","I022","orange",77041201,"wb_i022_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I022@orange-2","I022","orange",77041201,"wb_i022_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I022@orange-3","I022","orange",77041201,"wb_i022_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I022@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i022_orange_77041201"
"seed-switch-I022@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i022_orange_77041202"
"base-query-I023","","",0,"","catalog base item query succeeds","PASS","I023"
"candidate-I023@white","","",0,"","candidate instance generated","PASS","Success:wb_i023_white_77041201"
"projection-I023@white","","",0,"","exact read-only projection","PASS","wb_i023_white_77041201"
"viewmodel-I023@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I023@white-0","I023","white",77041201,"wb_i023_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I023@white-1","I023","white",77041201,"wb_i023_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I023@white-2","I023","white",77041201,"wb_i023_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I023@white-3","I023","white",77041201,"wb_i023_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I023@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i023_white_77041201"
"seed-switch-I023@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i023_white_77041202"
"candidate-I023@green","","",0,"","candidate instance generated","PASS","Success:wb_i023_green_77041201"
"projection-I023@green","","",0,"","exact read-only projection","PASS","wb_i023_green_77041201"
"viewmodel-I023@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I023@green-0","I023","green",77041201,"wb_i023_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I023@green-1","I023","green",77041201,"wb_i023_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I023@green-2","I023","green",77041201,"wb_i023_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I023@green-3","I023","green",77041201,"wb_i023_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I023@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i023_green_77041201"
"seed-switch-I023@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i023_green_77041202"
"candidate-I023@blue","","",0,"","candidate instance generated","PASS","Success:wb_i023_blue_77041201"
"projection-I023@blue","","",0,"","exact read-only projection","PASS","wb_i023_blue_77041201"
"viewmodel-I023@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I023@blue-0","I023","blue",77041201,"wb_i023_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I023@blue-1","I023","blue",77041201,"wb_i023_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I023@blue-2","I023","blue",77041201,"wb_i023_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I023@blue-3","I023","blue",77041201,"wb_i023_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I023@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i023_blue_77041201"
"seed-switch-I023@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i023_blue_77041202"
"candidate-I023@purple","","",0,"","candidate instance generated","PASS","Success:wb_i023_purple_77041201"
"projection-I023@purple","","",0,"","exact read-only projection","PASS","wb_i023_purple_77041201"
"viewmodel-I023@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I023@purple-0","I023","purple",77041201,"wb_i023_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I023@purple-1","I023","purple",77041201,"wb_i023_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I023@purple-2","I023","purple",77041201,"wb_i023_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I023@purple-3","I023","purple",77041201,"wb_i023_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I023@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i023_purple_77041201"
"seed-switch-I023@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i023_purple_77041202"
"candidate-I023@orange","","",0,"","candidate instance generated","PASS","Success:wb_i023_orange_77041201"
"projection-I023@orange","","",0,"","exact read-only projection","PASS","wb_i023_orange_77041201"
"viewmodel-I023@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I023@orange-0","I023","orange",77041201,"wb_i023_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I023@orange-1","I023","orange",77041201,"wb_i023_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I023@orange-2","I023","orange",77041201,"wb_i023_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I023@orange-3","I023","orange",77041201,"wb_i023_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I023@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i023_orange_77041201"
"seed-switch-I023@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i023_orange_77041202"
"base-query-I024","","",0,"","catalog base item query succeeds","PASS","I024"
"candidate-I024@white","","",0,"","candidate instance generated","PASS","Success:wb_i024_white_77041201"
